df,section_name,cb_col_name,col_name
v1,Self-Rated Health Questionnaire,S33_V1,srh_41
v1,Self-Rated Health Questionnaire,S34_V1,srh_42
v1,Self-Rated Health Questionnaire,S35_V1,srh_43
v1,Self-Rated Health Questionnaire,S36_V1,srh_44
v1,Self-Rated Health Questionnaire,S37_V1,srh_45
v1,Self-Rated Health Questionnaire,S38_V1,srh_46
v1,Self-Rated Health Questionnaire,S39A_V1,srh_47
v1,Self-Rated Health Questionnaire,S39B_V1,srh_48
v1,Self-Rated Health Questionnaire,S40_V1,srh_49
v1,Self-Rated Health Questionnaire,S41_V1,srh_50
v1,Self-Rated Health Questionnaire,S42_V1,srh_51
v1,Self-Rated Health Questionnaire,S43_V1,srh_52
v1,Self-Rated Health Questionnaire,S43_V1A,srh_52a
v1,Self-Rated Health Questionnaire,S43_V1B,srh_52b
v1,Self-Rated Health Questionnaire,S43_V1C,srh_52c
v1,Self-Rated Health Questionnaire,S43_V1D,srh_52d
v1,Self-Rated Health Questionnaire,S43_V1E,srh_52e
v1,Self-Rated Health Questionnaire,S43_V1F,srh_52f
v1,Self-Rated Health Questionnaire,S43_V1G,srh_52g
v1,Self-Rated Health Questionnaire,S43_V1H,srh_52h
v1,Self-Rated Health Questionnaire,S43_V1I,srh_52i
v1,PTSD Screen,PTSD1_V1,ptsd_1
v1,PTSD Screen,PTSD2_V1,ptsd_2
v1,PTSD Screen,PTSD3_V1,ptsd_3
v1,PTSD Screen,PTSD4_V1,ptsd_4
v1,Tobacco History Questionnaire,T1_V1,t_1
v1,Tobacco History Questionnaire,T2_V1,t_2
v1,Tobacco History Questionnaire,T3A_V1,t_3
v1,Tobacco History Questionnaire,T3A_V1Y,t_3y
v1,Tobacco History Questionnaire,T3A_V1M,t_3m
v1,Tobacco History Questionnaire,T3B_V1,t_4
v1,Tobacco History Questionnaire,T4_V1,t_5
v1,Tobacco History Questionnaire,T5_V1,t_6
v1,Tobacco History Questionnaire,T5A1_V1,t_6a
v1,Tobacco History Questionnaire,T5A2_V1,t_6b
v1,Tobacco History Questionnaire,T5A3_V1,t_6c
v1,Tobacco History Questionnaire,T5A4_V1,t_6d
v1,Tobacco History Questionnaire,T5A5_V1,t_6e
v1,Tobacco History Questionnaire,T5A6_V1,t_6f
v1,Tobacco History Questionnaire,T6_V1,t_7
v1,Tobacco History Questionnaire,T6A1_V1,t_7a
v1,Tobacco History Questionnaire,T6A2_V1,t_7b
v1,Tobacco History Questionnaire,T6A3_V1,t_7c
v1,Tobacco History Questionnaire,T6A4_V1,t_7d
v1,Tobacco History Questionnaire,T6A5_V1,t_7e
v1,Tobacco History Questionnaire,T6A6_V1,t_7f
v1,Tobacco History Questionnaire,T7_V1,t_8
v1,Tobacco History Questionnaire,T8_V1,t_9
v1,Tobacco History Questionnaire,T9_V1,t_10
v1,Tobacco History Questionnaire,T10_V1,t_11
v1,Tobacco History Questionnaire,T11_V1,t_12
v1,Tobacco History Questionnaire,T12_V1,t_13
v1,Tobacco History Questionnaire,T12A_V1,t_13a
v1,Tobacco History Questionnaire,T12B_V1,t_13b
v1,Tobacco History Questionnaire,T13_V1,t_14
v1,Tobacco History Questionnaire,T14_V1,t_15
v1,Tobacco History Questionnaire,T14_V1A,t_15a
v1,Tobacco History Questionnaire,T14_V1B,t_15b
v1,Tobacco History Questionnaire,T14_V1C,t_15c
v1,Tobacco History Questionnaire,T14_V1D,t_15d
v1,Tobacco History Questionnaire,T14_V1E,t_15e
v1,Tobacco History Questionnaire,T14_V1F,t_15f
v1,Tobacco History Questionnaire,T14_V1G,t_15g
v1,Tobacco History Questionnaire,T14_V1H,t_15h
v1,Tobacco History Questionnaire,T14_V1I,t_15i
v1,Tobacco History Questionnaire,T15_V1,t_16
v1,Tobacco History Questionnaire,T16_V1,t_17
v1,Tobacco History Questionnaire,T17_V1,t_18
v1,Tobacco History Questionnaire,T18_V1,t_19
v1,Tobacco History Questionnaire,T19_V1,t_20
v1,Tobacco History Questionnaire,T20_V1,t_21
v1,Tobacco History Questionnaire,T21_V1,t_22
v1,Tobacco History Questionnaire,T22_V1,t_23
v1,Tobacco History Questionnaire,T23_V1,t_24
v1,Tobacco History Questionnaire,T23_V1A,t_24a
v1,Tobacco History Questionnaire,T23_V1B,t_24b
v1,Tobacco History Questionnaire,T23_V1C,t_24c
v1,Tobacco History Questionnaire,T23_V1D,t_24d
v1,Tobacco History Questionnaire,T23_V1E,t_24e
v1,Tobacco History Questionnaire,T23_V1F,t_24f
v1,Tobacco History Questionnaire,T23_V1G,t_24g
v1,Tobacco History Questionnaire,T23_V1H,t_24h
v1,Tobacco History Questionnaire,T24_V1,t_25
v1,Tobacco History Questionnaire,T25_V1,t_26
v1,Tobacco History Questionnaire,T26_V1,t_27
v1,Tobacco History Questionnaire,T27_V1,t_28
v1,Tobacco History Questionnaire,T28_V1,t_29
v1,Tobacco History Questionnaire,T29_V1,t_30
v1,Tobacco History Questionnaire,T30_V1,t_31
v1,Tobacco History Questionnaire,T31_V1,t_32
v1,Tobacco History Questionnaire,T31_V1A,t_32a
v1,Tobacco History Questionnaire,T31_V1B,t_32b
v1,Tobacco History Questionnaire,T31_V1C,t_32c
v1,Tobacco History Questionnaire,T31_V1D,t_32d
v1,Tobacco History Questionnaire,T31_V1E,t_32e
v1,Tobacco History Questionnaire,T31_V1F,t_32f
v1,Tobacco History Questionnaire,T31_V1G,t_32g
v1,Tobacco History Questionnaire,T31_V1H,t_32h
v1,Tobacco History Questionnaire,T31_V1I,t_32i
v1,Tobacco History Questionnaire,T31_V1J,t_32j
v1,Tobacco History Questionnaire,T31B_V1,t_33
v1,Tobacco History Questionnaire,T31B_V1A,t_33a
v1,Tobacco History Questionnaire,T31B_V1B,t_33b
v1,Tobacco History Questionnaire,T31B_V1C,t_33c
v1,Tobacco History Questionnaire,T32_V1,t_34
v1,Tobacco History Questionnaire,T33_V1,t_35
v1,Tobacco History Questionnaire,T33_V1A,t_35a
v1,Tobacco History Questionnaire,T33_V1B,t_35b
v1,Tobacco History Questionnaire,T33_V1C,t_35c
v1,Tobacco History Questionnaire,T33_V1D,t_35d
v1,Tobacco History Questionnaire,T33_V1E,t_35e
v1,Tobacco History Questionnaire,T33_V1F,t_35f
v1,Tobacco History Questionnaire,T33_V1G,t_35g
v1,Tobacco History Questionnaire,T33_V1H,t_35h
v1,Tobacco History Questionnaire,T33_V1I,t_35i
v1,Tobacco History Questionnaire,T33_V1J,t_35j
v1,Tobacco History Questionnaire,T34_V1,t_36
v1,Tobacco History Questionnaire,T35_V1,t_37
v1,Tobacco History Questionnaire,T36_V1,t_38
v1,Tobacco History Questionnaire,T37_V1,t_39
v1,Tobacco History Questionnaire,T38_V1,t_40
v1,Tobacco History Questionnaire,T39_V1,t_41
v1,Tobacco History Questionnaire,T40_V1,t_42
v1,Heaviness of Smoking Index,HSI1_V1,hsi_1
v1,Heaviness of Smoking Index,HSI2_V1,hsi_2
v1,BRFSS - Inadequate Sleep,BRS1_V1,brs_1
v1,BRFSS - Inadequate Sleep,BRS2_V1,brs_2
v1,BRFSS - Inadequate Sleep,BRS3_V1,brs_3
v1,BRFSS - Inadequate Sleep,BRS4_V1,brs_4
v1,BRFSS - Inadequate Sleep,BRS5_V1,brs_5
v1,"Alcohol Quantity, Frequency and Binge Drinking Questionnaire",AF1_V1,af_1
v1,"Alcohol Quantity, Frequency and Binge Drinking Questionnaire",AF2M_V1,af_2m
v1,"Alcohol Quantity, Frequency and Binge Drinking Questionnaire",AF3TU_V1,af_3tu
v1,"Alcohol Quantity, Frequency and Binge Drinking Questionnaire",AF4W_V1,af_4w
v1,"Alcohol Quantity, Frequency and Binge Drinking Questionnaire",AF5TH_V1,af_5th
v1,"Alcohol Quantity, Frequency and Binge Drinking Questionnaire",AF6F_V1,af_6f
v1,"Alcohol Quantity, Frequency and Binge Drinking Questionnaire",AF6SA_V1,af_6sa
v1,"Alcohol Quantity, Frequency and Binge Drinking Questionnaire",AF8SU_V1,af_8su
v1,"Alcohol Quantity, Frequency and Binge Drinking Questionnaire",DRINKS,drinks
v1,"Alcohol Quantity, Frequency and Binge Drinking Questionnaire",AF9_V1,af_9
v1,"Alcohol Quantity, Frequency and Binge Drinking Questionnaire",AF9A_V1,af_9a
v1,"Alcohol Quantity, Frequency and Binge Drinking Questionnaire",AF9B_V1,af_9b
v1,"Alcohol Quantity, Frequency and Binge Drinking Questionnaire",AF9C_V1,af_9c
v1,Meal Survey,MS1_V1,ms_1
v1,Meal Survey,MS2_V1,ms_2
v1,Meal Survey,MS3_V1,ms_3
v1,Meal Survey,MS8_V1,ms_4
v1,Sexual Behaviors,SB1_V1,sb_1
v1,Sexual Behaviors,SB2_V1,sb_2
v1,Sexual Behaviors,SB3_V1,sb_3
v1,Sexual Behaviors,SB4_V1,sb_4
v1,Sexual Behaviors,SB5_V1,sb_5
v1,Sexual Behaviors,SB6_V1,sb_6
v1,Sexual Behaviors,SB7_V1,sb_7
v1,Sexual Behaviors,SB7_V1A,sb_7a
v1,Sexual Behaviors,SB7_V1B,sb_7b
v1,Sexual Behaviors,SB7_V1C,sb_7c
v1,Sexual Behaviors,SB7_V1D,sb_7d
v1,Sexual Behaviors,SB7_V1E,sb_7e
v1,Sexual Behaviors,SB7_V1F,sb_7f
v1,Sexual Behaviors,SB7_V1G,sb_7g
v1,Sexual Behaviors,SB8_V1,sb_8
v1,Sexual Behaviors,SB9_V1,sb_9
v1,Detroit Day Discrimination,DD1_V1,dd_1
v1,Detroit Day Discrimination,DD2_V1,dd_2
v1,Detroit Day Discrimination,DD3_V1,dd_3
v1,Detroit Day Discrimination,DD4_V1,dd_4
v1,Detroit Day Discrimination,DD5_V1,dd_5
v1,Detroit Day Discrimination,DD6_V1,dd_6
v1,Detroit Day Discrimination,DD7_V1,dd_7
v1,Detroit Day Discrimination,DD8_V1,dd_8
v1,Detroit Day Discrimination,DD9_V1,dd_9
v1,Detroit Day Discrimination,DD10_V1,dd_10
v1,Aggression Questionnaire,AQ1_V1,aq_1
v1,Aggression Questionnaire,AQ2_V1,aq_2
v1,Aggression Questionnaire,AQ3_V1,aq_3
v1,Aggression Questionnaire,AQ4_V1,aq_4
v1,Aggression Questionnaire,AQ5_V1,aq_5
v1,Aggression Questionnaire,AQ6_V1,aq_6
v1,Aggression Questionnaire,AQ7_V1,aq_7
v1,Aggression Questionnaire,AQ8_V1,aq_8
v1,Aggression Questionnaire,AQ9_V1,aq_9
v1,Aggression Questionnaire,AQ10_V1,aq_10
v1,Aggression Questionnaire,AQ11_V1,aq_11
v1,Aggression Questionnaire,AQ12_V1,aq_12
v1,CES-D,CES1_V1,ces_1
v1,CES-D,CES2_V1,ces_2
v1,CES-D,CES3_V1,ces_3
v1,CES-D,CES4_V1,ces_4
v1,CES-D,CES5_V1,ces_5
v1,CES-D,CES6_V1,ces_6
v1,CES-D,CES7_V1,ces_7
v1,CES-D,CES8_V1,ces_8
v1,CES-D,CES9_V1,ces_9
v1,CES-D,CES10_V1,ces_10
v1,Interpersonal Support Evaluation List,IS1_V1,is_1
v1,Interpersonal Support Evaluation List,IS2_V1,is_2
v1,Interpersonal Support Evaluation List,IS3_V1,is_3
v1,Interpersonal Support Evaluation List,IS4_V1,is_4
v1,Interpersonal Support Evaluation List,IS5_V1,is_5
v1,Interpersonal Support Evaluation List,IS6_V1,is_6
v1,Interpersonal Support Evaluation List,IS7_V1,is_7
v1,Interpersonal Support Evaluation List,IS8_V1,is_8
v1,Interpersonal Support Evaluation List,IS9_V1,is_9
v1,Interpersonal Support Evaluation List,IS10_V1,is_10
v1,Interpersonal Support Evaluation List,IS11_V1,is_11
v1,Interpersonal Support Evaluation List,IS12_V1,is_12
v1,Religious Participation,RP1_V1,rp_1
v1,Religious Participation,RP2_V1,rp_2
v1,Lubben Social Network Scale,LSN1_V1,lsn_1
v1,Lubben Social Network Scale,LSN2_V1,lsn_2
v1,Lubben Social Network Scale,LSN3_V1,lsn_3
v1,Lubben Social Network Scale,LSN4_V1,lsn_4
v1,Lubben Social Network Scale,LSN5_V1,lsn_5
v1,Lubben Social Network Scale,LSN6_V1,lsn_6
v1,Resource Utilization,R1_V1,r_1
v1,Resource Utilization,R2_V1,r_2
v1,Resource Utilization,R3_V1,r_3
v1,Resource Utilization,R4_V1,r_4
v1,Resource Utilization,R5_V1,r_5
v1,Resource Utilization,R6_V1,r_6
v1,Resource Utilization,R7_V1,r_7
v1,Resource Utilization,R8_V1,r_8
v1,Resource Utilization,R9_V1,r_9
v1,Resource Utilization,R10_V1,r_10
v1,Resource Utilization,R11_V1,r_11
v1,Resource Utilization,R11B_V1,r_12
v1,Resource Utilization,R12_V1,r_13
v1,Resource Utilization,R13_V1,r_14
v1,Resource Utilization,R14_V1,r_15
v1,Resource Utilization,R15_V1,r_16
v1,Resource Utilization,R15_V1A,r_16a
v1,Resource Utilization,R15_V1B,r_16b
v1,Resource Utilization,R15_V1C,r_16c
v1,Resource Utilization,R15_V1D,r_16d
v1,Resource Utilization,R15_V1E,r_16e
v1,Resource Utilization,R15_V1F,r_16f
v1,Resource Utilization,R15_V1G,r_16g
v1,Resource Utilization,R15_V1H,r_16h
v1,Resource Utilization,R15_V1I,r_16i
v1,Resource Utilization,R15_V1J,r_16j
v1,Resource Utilization,R15_V1K,r_16k
v1,Resource Utilization,R15_V1L,r_16l
v1,Resource Utilization,R15_V1M,r_16m
v1,Resource Utilization,R15_V1N,r_16n
v1,Resource Utilization,R15_V1O,r_16o
v1,Barriers to Phone Based Case Management,BPM1_V1,bpm_1
v1,Barriers to Phone Based Case Management,BPM2_V1,bpm_2
v1,Barriers to Phone Based Case Management,BPM3_V1,bpm_3
v1,Barriers to Phone Based Case Management,BPM4_V1,bpm_4
v1,Barriers to Phone Based Case Management,BPM5_V1,bpm_5
v1,Barriers to Phone Based Case Management,BPM5_V1A,bpm_5a
v1,Barriers to Phone Based Case Management,BPM5_V1B,bpm_5b
v1,Barriers to Phone Based Case Management,BPM5_V1C,bpm_5c
v1,Barriers to Phone Based Case Management,BPM5_V1D,bpm_5d
v1,Barriers to Phone Based Case Management,BPM5_V1E,bpm_5e
v1,Barriers to Phone Based Case Management,BPM5_V1F,bpm_5f
v1,Barriers to Phone Based Case Management,BPM5_V1G,bpm_5g
v1,Barriers to Phone Based Case Management,ENDTIME1,endtime
v1,Barriers to Phone Based Case Management,ETIME_V1,etime
v2,Admin,TODAY_V2,today
v2,Admin,II_V2,ii
v2,Admin,SUBJECT,subject
v2,Admin,VISIT_V2,visit
v2,Admin,TEST_V2,test
v2,Admin,READ1_V2,read_1
v2,Admin,READ2_V2,read_2
v2,Admin,READ3_V2,read_3
v2,Admin,CTIME_V2,ctime
v2,TCU Drug Screen 5,DS1_V2,ds_1
v2,TCU Drug Screen 5,DS2_V2,ds_2
v2,TCU Drug Screen 5,DS3_V2,ds_3
v2,TCU Drug Screen 5,DS4_V2,ds_4
v2,TCU Drug Screen 5,DS5_V2,ds_5
v2,TCU Drug Screen 5,DS6_V2,ds_6
v2,TCU Drug Screen 5,DS7_V2,ds_7
v2,TCU Drug Screen 5,DS8_V2,ds_8
v2,TCU Drug Screen 5,DS9_V2,ds_9
v2,TCU Drug Screen 5,DS10A_V2,ds_10a
v2,TCU Drug Screen 5,DS10B_V2,ds_10b
v2,TCU Drug Screen 5,DS11A_V2,ds_11a
v2,TCU Drug Screen 5,DS11B_V2,ds_11b
v2,BRFSS Adverse Childhood Experience (ACE) Model,BRAC1,brac_1
v2,BRFSS Adverse Childhood Experience (ACE) Model,BRAC2,brac_2
v2,BRFSS Adverse Childhood Experience (ACE) Model,BRAC3,brac_3
v2,BRFSS Adverse Childhood Experience (ACE) Model,BRAC4,brac_4
v2,BRFSS Adverse Childhood Experience (ACE) Model,BRAC5,brac_5
v2,BRFSS Adverse Childhood Experience (ACE) Model,BRAC6,brac_6
v2,BRFSS Adverse Childhood Experience (ACE) Model,BRAC7,brac_7
v2,BRFSS Adverse Childhood Experience (ACE) Model,BRAC8,brac_8
v2,BRFSS Adverse Childhood Experience (ACE) Model,BRAC9,brac_9
v2,BRFSS Adverse Childhood Experience (ACE) Model,BRAC10,brac_10
v2,BRFSS Adverse Childhood Experience (ACE) Model,BRAC11,brac_11
v2,Personality Beliefs Questionnaire-Short Form- Antisocial Beliefs,PBQ1,pbq_1
v2,Personality Beliefs Questionnaire-Short Form- Antisocial Beliefs,PBQ2,pbq_2
v2,Personality Beliefs Questionnaire-Short Form- Antisocial Beliefs,PBQ3,pbq_3
v2,Personality Beliefs Questionnaire-Short Form- Antisocial Beliefs,PBQ4,pbq_4
v2,Personality Beliefs Questionnaire-Short Form- Antisocial Beliefs,PBQ5,pbq_5
v2,Personality Beliefs Questionnaire-Short Form- Antisocial Beliefs,PBQ6,pbq_6
v2,Personality Beliefs Questionnaire-Short Form- Antisocial Beliefs,PBQ7,pbq_7
v2,Food Security,FSS1_V2,fss_1
v2,Food Security,FSS2_V2,fss_2
v2,Food Security,FSS3_V2,fss_3
v2,Food Security,FSS3A_V2,fss_3a
v2,Food Security,FSS4_V2,fss_4
v2,Food Security,FSS5_V2,fss_5
v2,TCU CJ Client Evaluation of Self and Treatment,CJ1_V2,cj_1
v2,TCU CJ Client Evaluation of Self and Treatment,CJ2_V2,cj_2
v2,TCU CJ Client Evaluation of Self and Treatment,CJ3_V2,cj_3
v2,TCU CJ Client Evaluation of Self and Treatment,CJ4_V2,cj_4
v2,TCU CJ Client Evaluation of Self and Treatment,CJ5_V2,cj_5
v2,TCU CJ Client Evaluation of Self and Treatment,CJ6_V2,cj_6
v2,TCU CJ Client Evaluation of Self and Treatment,CJ7_V2,cj_7
v2,TCU CJ Client Evaluation of Self and Treatment,CJ8_V2,cj_8
v2,TCU CJ Client Evaluation of Self and Treatment,CJ9_V2,cj_9
v2,TCU CJ Client Evaluation of Self and Treatment,CJ10_V2,cj_10
v2,TCU CJ Client Evaluation of Self and Treatment,CJ11_V2,cj_11
v2,TCU CJ Client Evaluation of Self and Treatment,CJ12_V2,cj_12
v2,TCU CJ Client Evaluation of Self and Treatment,CJ13_V2,cj_13
v2,TCU CJ Client Evaluation of Self and Treatment,CJ14_V2,cj_14
v2,TCU CJ Client Evaluation of Self and Treatment,CJ15_V2,cj_15
v2,TCU CJ Client Evaluation of Self and Treatment,CJ16_V2,cj_16
v2,TCU CJ Client Evaluation of Self and Treatment,CJ17_V2,cj_17
v2,TCU CJ Client Evaluation of Self and Treatment,CJ18_V2,cj_18
v2,TCU CJ Client Evaluation of Self and Treatment,CJ19_V2,cj_19
v2,TCU CJ Client Evaluation of Self and Treatment,CJ20_V2,cj_20
v2,TCU CJ Client Evaluation of Self and Treatment,CJ21_V2,cj_21
v2,TCU CJ Client Evaluation of Self and Treatment,CJ22_V2,cj_22
v2,TCU CJ Client Evaluation of Self and Treatment,CJ23_V2,cj_23
v2,TCU CJ Client Evaluation of Self and Treatment,CJ24_V2,cj_24
v2,TCU CJ Client Evaluation of Self and Treatment,CJ25_V2,cj_25
v2,TCU CJ Client Evaluation of Self and Treatment,CJ26_V2,cj_26
v2,TCU CJ Client Evaluation of Self and Treatment,CJ27_V2,cj_27
v2,TCU CJ Client Evaluation of Self and Treatment,CJ28_V2,cj_28
v2,TCU CJ Client Evaluation of Self and Treatment,CJ29_V2,cj_29
v2,TCU CJ Client Evaluation of Self and Treatment,CJ30_V2,cj_30
v2,TCU CJ Client Evaluation of Self and Treatment,CJ31_V2,cj_31
v2,TCU CJ Client Evaluation of Self and Treatment,CJ32_V2,cj_32
v2,TCU CJ Client Evaluation of Self and Treatment,CJ33_V2,cj_33
v2,TCU CJ Client Evaluation of Self and Treatment,CJ34_V2,cj_34
v2,TCU CJ Client Evaluation of Self and Treatment,CJ35_V2,cj_35
v2,TCU CJ Client Evaluation of Self and Treatment,CJ36_V2,cj_36
v2,TCU CJ Client Evaluation of Self and Treatment,CJ37_V2,cj_37
v2,TCU CJ Client Evaluation of Self and Treatment,CJ38_V2,cj_38
v2,TCU CJ Client Evaluation of Self and Treatment,CJ39_V2,cj_39
v2,TCU CJ Client Evaluation of Self and Treatment,CJ40_V2,cj_40
v2,MacArthur Major Discrimination,MMD1A,mmd_1a
v2,MacArthur Major Discrimination,MMD1B,mmd_1b
v2,MacArthur Major Discrimination,MMD1C,mmd_1c
v2,MacArthur Major Discrimination,MMD1D,mmd_1d
v2,MacArthur Major Discrimination,MMD1E,mmd_1e
v2,MacArthur Major Discrimination,MMD1F,mmd_1f
v2,MacArthur Major Discrimination,MMD1G,mmd_1g
v2,MacArthur Major Discrimination,MMD1H,mmd_1h
v2,MacArthur Major Discrimination,MMD1I,mmd_1i
v2,MacArthur Major Discrimination,MMD1J,mmd_1j
v2,MacArthur Major Discrimination,MMD1K,mmd_1k
v2,MacArthur Major Discrimination,MMD2,mmd_2
v2,MacArthur Major Discrimination,MMD3,mmd_3
v2,MacArthur Major Discrimination,MMD4,mmd_4
v2,Urban Life Stressor Scale,ULS1_V2,uls_1
v2,Urban Life Stressor Scale,ULS2_V2,uls_2
v2,Urban Life Stressor Scale,ULS3_V2,uls_3
v2,Urban Life Stressor Scale,ULS4_V2,uls_4
v2,Urban Life Stressor Scale,ULS5_V2,uls_5
v2,Urban Life Stressor Scale,ULS6_V2,uls_6
v2,Urban Life Stressor Scale,ULS7_V2,uls_7
v2,Urban Life Stressor Scale,ULS8_V2,uls_8
v2,Urban Life Stressor Scale,ULS9_V2,uls_9
v2,Urban Life Stressor Scale,ULS10_V2,uls_10
v2,Urban Life Stressor Scale,ULS11_V2,uls_11
v2,Urban Life Stressor Scale,ULS12_V2,uls_12
v2,Urban Life Stressor Scale,ULS13_V2,uls_13
v2,Urban Life Stressor Scale,ULS14_V2,uls_14
v2,Urban Life Stressor Scale,ULS15_V2,uls_15
v2,Urban Life Stressor Scale,ULS16_V2,uls_16
v2,Urban Life Stressor Scale,ULS17_V2,uls_17
v2,Urban Life Stressor Scale,ULS18_V2,uls_18
v2,Urban Life Stressor Scale,ULS19_V2,uls_19
v2,Urban Life Stressor Scale,ULS20_V2,uls_20
v2,Urban Life Stressor Scale,ULS21_V2,uls_21
v2,Personal Victimization,PV1_V2,pv_1
v2,Personal Victimization,PV2_V2,pv_2
v2,Personal Victimization,PV3_V2,pv_3
v2,Perceived Stress Scale,PS1_V2,ps_1
v2,Perceived Stress Scale,PS2_V2,ps_2
v2,Perceived Stress Scale,PS3_V2,ps_3
v2,Perceived Stress Scale,PS4_V2,ps_4
v2,Distress Tolerance Scale,DTS1_V2,dts_1
v2,Distress Tolerance Scale,DTS2_V2,dts_2
v2,Distress Tolerance Scale,DTS3_V2,dts_3
v2,Distress Tolerance Scale,DTS4_V2,dts_4
v2,Distress Tolerance Scale,DTS5_V2,dts_5
v2,Distress Tolerance Scale,DTS6_V2,dts_6
v2,Distress Tolerance Scale,DTS7_V2,dts_7
v2,Distress Tolerance Scale,DTS8_V2,dts_8
v2,Distress Tolerance Scale,DTS9_V2,dts_9
v2,Distress Tolerance Scale,DTS10_V2,dts_10
v2,Distress Tolerance Scale,DTS11_V2,dts_11
v2,Distress Tolerance Scale,DTS12_V2,dts_12
v2,Distress Tolerance Scale,DTS13_V2,dts_13
v2,Distress Tolerance Scale,DTS14_V2,dts_14
v2,Distress Tolerance Scale,DTS15_V2,dts_15
v2,Distress Tolerance Scale,DTS16_V2,dts_16
v2,Distress Tolerance Scale,ENDTIME2,endtime
v2,Distress Tolerance Scale,ETIME_V2,etime
v3,Admin,TODAY_V3,today
v3,Admin,II_V3,ii
v3,Admin,SUBJECT,subject
v3,Admin,GROUP,group
v3,Admin,VISIT_V3,visit
v3,Admin,TEST_V3,test
v3,Biological/Anthropometric Measures,GENDER,gender
v3,Biological/Anthropometric Measures,WEIGHT_3,weight
v3,Biological/Anthropometric Measures,HEIGHT_3,height
v3,Biological/Anthropometric Measures,WAIST_C3,waist_c
v3,Biological/Anthropometric Measures,CO_V3,co
v3,Biological/Anthropometric Measures,READ1_V3,read_1
v3,Biological/Anthropometric Measures,READ2_V3,read_2
v3,Biological/Anthropometric Measures,READ3_V3,read_3
v3,Biological/Anthropometric Measures,CTIME_V3,ctime
v3,Demographic/Background Information Questionnaire,DEM6V3,dem_employ_status
v3,Demographic/Background Information Questionnaire,DEM6AV3,dem_employ_hpw
v3,Demographic/Background Information Questionnaire,DME6BV3,dem_employ_7days
v3,Demographic/Background Information Questionnaire,DEM7V3,dem_ins
v3,Demographic/Background Information Questionnaire,DEM7V3A,dem_ins_medicare
v3,Demographic/Background Information Questionnaire,DEM7V3B,dem_medicaid
v3,Demographic/Background Information Questionnaire,DEM7V3C,dem_ins_military
v3,Demographic/Background Information Questionnaire,DEM7V3D,dem_ins_private
v3,Demographic/Background Information Questionnaire,DEM7V3E,dem_ins_none
v3,Demographic/Background Information Questionnaire,DEM8V3,dem_social_security
v3,Demographic/Background Information Questionnaire,DEM9V3,dem_social_security_amount
v3,Demographic/Background Information Questionnaire,DEM10V3,dem_snap
v3,Demographic/Background Information Questionnaire,DEM11V3,dem_snap_amount
v3,Demographic/Background Information Questionnaire,DEM12V3,dem_income_source
v3,Demographic/Background Information Questionnaire,DEM12V3A,dem_income_source_work
v3,Demographic/Background Information Questionnaire,DEM12V3B,dem_income_source_criminalized
v3,Demographic/Background Information Questionnaire,DEM12V3C,dem_income_source_disability
v3,Demographic/Background Information Questionnaire,DEM12V3D,dem_income_source_emp_benefits
v3,Demographic/Background Information Questionnaire,DEM12V3E,dem_income_source_self_emp
v3,Demographic/Background Information Questionnaire,DEM12V3F,dem_income_source_sex
v3,Demographic/Background Information Questionnaire,DEM12V3G,dem_income_source_drugs
v3,Demographic/Background Information Questionnaire,DEM12V3H,dem_income_source_social_assistance
v3,Demographic/Background Information Questionnaire,DEM12V3I,dem_income_source_student_loans
v3,Demographic/Background Information Questionnaire,DEM12V3J,dem_income_source_friends_relatives
v3,Demographic/Background Information Questionnaire,DEM12V3K,dem_income_source_other
v3,Demographic/Background Information Questionnaire,DEM12V3L,dem_income_source_none
v3,Demographic/Background Information Questionnaire,DEM14V3,dem_income_1_mnth_7_cat
v3,Demographic/Background Information Questionnaire,DEM14AV3,dem_14a
v3,Demographic/Background Information Questionnaire,DEM14BV3,dem_14b
v3,Demographic/Background Information Questionnaire,DEM14CV3,dem_14c
v3,Demographic/Background Information Questionnaire,DEM14DV3,dem_14d
v3,Demographic/Background Information Questionnaire,DEM14EV3,dem_14e
v3,Demographic/Background Information Questionnaire,DEM14FV3,dem_14f
v3,Demographic/Background Information Questionnaire,DEM14GV3,dem_14g
v3,Demographic/Background Information Questionnaire,DEM14HV3,dem_14h
v3,The Brief Homelessness Questionnaire,BH8V3,bh_8
v3,The Brief Homelessness Questionnaire,BH9V3,bh_9
v3,The Brief Homelessness Questionnaire,BH10V3,bh_10
v3,The Brief Homelessness Questionnaire,BH11AV3,bh_11
v3,The Brief Homelessness Questionnaire,BH14V3,bh_14
v3,The Brief Homelessness Questionnaire,BH14BV3,bh_14b
v3,The Brief Homelessness Questionnaire,BH14BV3M,bh_14bm
v3,The Brief Homelessness Questionnaire,BH14BV3W,bh_14bw
v3,The Brief Homelessness Questionnaire,BH14BV3D,bh_14bd
v3,The Brief Homelessness Questionnaire,BH18V3,bh_18
v3,The Brief Homelessness Questionnaire,BH18BV3,bh_18b
v3,The Brief Homelessness Questionnaire,BH18BV3A,bh_18ba
v3,The Brief Homelessness Questionnaire,BH18BV3B,bh_18bb
v3,The Brief Homelessness Questionnaire,BH18BV3C,bh_18bc
v3,The Brief Homelessness Questionnaire,BH18BV3D,bh_18bd
v3,The Brief Homelessness Questionnaire,BH18BV3E,bh_18be
v3,The Brief Homelessness Questionnaire,BH18BV3F,bh_18bf
